Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
8.0,17,64.0,23838.044899119068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.214048385620117e-05,100,0.0,ATTACK
7.76,17,69.73,19825.600302514653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,1.0,1.0,6030,60,70,60.3,1.7144660799776466,60.3,5.0449371337890624e-05,100,2.939393939393918,ATTACK
25.2,6,127.1,186.3406312197896,0.1,0.2,0.0,0.4,0.8,0.0,0.0,8,2,1,0,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4104,60,3025,410.4,924.1823052479056,410.4,0.0053874015808105,10,854112.9333333331,BENIGN
27.2,6,134.8,32.76464674318488,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2690,66,1514,269.0,441.9293558427133,269.0,0.0305207014083862,10,195301.5555555556,BENIGN
29.6,6,233.4,138.2073883201144,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,824,66,230,82.4,51.86135362676143,82.4,0.0072510957717895,10,2689.6000000000004,BENIGN
0.0,47,64.0,6824.001041259925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001485610008239,100,0.0,ATTACK
32.0,6,231.0,2443.8058614461343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0004093885421752,10,0.0,BENIGN
30.4,6,114.8,39.38169400369376,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1263,66,317,126.3,88.06569517506045,126.3,0.0253926992416381,10,7755.566666666666,BENIGN
20.0,6,64.0,90511.52352179545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.1098384857177734e-05,100,0.0,ATTACK
0.0,1,64.0,66271.19608152947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.531839370727539e-05,100,0.0,ATTACK
19.88,6,63.8,14009.499315274392,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6002,60,62,60.02,0.2,60.02,7.13801383972168e-05,100,0.04,ATTACK
20.0,6,64.0,21340.714358400324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.686832427978516e-05,100,0.0,ATTACK
14.4,17,70.4,248.86842495624052,0.1,0.0,0.0,0.1,0.3,0.0,0.0,3,0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,738,60,156,73.8,30.338094864378014,73.8,0.0042102813720703,10,920.4,BENIGN
20.0,6,153.9,205.7019548606684,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,672,60,102,67.2,12.58570617804182,67.2,0.0049935102462768,10,158.40000000000003,BENIGN
19.88,6,63.37,38714.269891083626,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6024,60,84,60.24,2.3999999999999964,60.24,2.583026885986328e-05,100,5.759999999999983,ATTACK
32.0,6,64.0,651.5120072074311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20932,1514,4410,2093.2,1221.0608138463504,2093.2,0.0015508890151977,10,1490989.5111111114,BENIGN
18.8,6,56.2,455.2939005460091,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4062,60,1214,406.2,557.4349588367537,406.2,0.0034066915512084,10,310733.7333333333,BENIGN
32.0,6,215.2,106.87894810605576,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,766,66,172,76.6,33.520143197784826,76.6,0.0093565940856933,10,1123.6,BENIGN
32.0,6,231.0,5265.918392969241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0013972997665405,10,0.0,BENIGN
20.0,6,64.0,32584.711000621504,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.077030181884766e-05,100,0.0,ATTACK
20.0,6,64.0,20627.04829349857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.899024963378906e-05,100,0.0,ATTACK
17.6,17,53.8,40.86235334118566,0.1,0.0,0.0,0.1,0.4,0.0,0.0,4,0,1,0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,661,60,90,66.1,9.456919865015951,66.1,0.0252967119216918,10,89.43333333333334,BENIGN
28.0,6,83.1,261.1516238294481,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,10963,74,1514,1096.3,673.1432157341326,1096.3,0.0070442914962768,10,453121.78888888896,BENIGN
22.4,6,40.0,223.84902760284356,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,10626,156,2962,1062.6,1122.778517785231,1062.6,0.0044756889343261,10,1260631.6000000003,BENIGN
16.0,6,93.8,409.7040264129564,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,1.0,1.0,9781,77,4410,978.1,1532.0072127767546,978.1,0.0024410963058471,10,2347046.100000001,BENIGN
32.0,6,180.9,12178.583042973289,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3646,66,1514,364.6,606.4366230512285,364.6,0.0001013040542602,10,367765.3777777778,BENIGN
32.0,6,114.4,1207.1329073850227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,66,2962,1514.0,1182.287049183347,1514.0,0.0008952140808105,10,1397802.6666666667,BENIGN
0.0,1,64.0,17534.715719063544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.720853805541992e-05,100,0.0,ATTACK
26.0,6,116.7,44.336689175190166,0.0,0.0,0.1,0.4,0.9,0.0,0.0,9,0,0,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,978,60,175,97.8,45.48699447827551,97.8,0.0226341962814331,10,2069.0666666666666,BENIGN
30.8,6,95.3,66.18753353321762,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4945,66,3492,494.5,1073.8018904807348,494.5,0.0151288986206054,10,1153050.5,BENIGN
32.0,6,197.6,572.2809076148504,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,671,66,77,67.1,3.4785054261852184,67.1,0.0017707824707031,10,12.100000000000009,BENIGN
10.4,0,67.6,37.818480842369496,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0.0,0.7,0.7,977,60,204,97.7,52.85630415465017,97.7,0.0312219142913818,10,2793.788888888889,BENIGN
8.0,17,64.0,36024.25491711758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.778053283691406e-05,100,0.0,ATTACK
20.0,6,64.0,31172.827945001856,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.207921981811524e-05,100,0.0,ATTACK
32.0,6,232.0,1118.451241300232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0015033960342407,10,0.0,BENIGN
32.0,6,131.2,1090.874665140836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,4410,1369.2,1439.9330848650186,1369.2,0.0009258985519409,10,2073407.288888889,BENIGN
32.0,6,60.5,62.83855676559202,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25215,66,10687,2521.5,3489.238224725977,2521.5,0.0160276889801025,10,12174783.388888888,BENIGN
20.0,6,64.0,19739.75903614458,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.06591796875e-05,100,0.0,ATTACK
32.0,6,81.0,259.83471893546107,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14269,66,3447,1426.9,1144.3212884112186,1426.9,0.0038743019104003,10,1309471.211111111,BENIGN
19.8,6,64.54,23889.639460044426,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.7999999999999967,60.38,4.371881484985352e-05,100,14.439999999999976,ATTACK
18.8,6,80.3,98.24727754835294,0.1,0.0,0.0,0.2,0.5,0.0,0.0,5,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,975,60,321,97.5,83.91960438419619,97.5,0.0102187156677246,10,7042.5,BENIGN
28.8,6,57.2,94.88302228254722,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,18605,60,5858,1860.5,1812.238962045446,1860.5,0.0128057956695556,10,3284210.0555555555,BENIGN
32.0,6,197.6,2132.660802359282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,2962,500.4,977.3255115648806,500.4,0.0004690885543823,10,955165.1555555556,BENIGN
22.4,6,62.0,99.29885035701432,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,8214,62,1514,821.4,734.1886224488453,821.4,0.0102171182632446,10,539032.9333333331,BENIGN
20.0,6,67.82,6511.681053219897,0.0,0.0,0.02,0.98,1.0,0.0,0.0,100,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001535701751708,100,0.0,ATTACK
30.4,6,114.1,663.6136953357383,0.0,0.1,0.0,0.1,0.8,0.0,0.0,8,1,0,0,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6574,66,1514,657.4,737.9744349682221,657.4,0.0016413927078247,10,544606.2666666666,BENIGN
8.0,17,64.0,23911.430363149197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,4.182100296020508e-05,100,0.0,ATTACK
22.8,6,112.4,50.71531953534882,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1393,60,279,139.3,79.97367622467338,139.3,0.0201332092285156,10,6395.788888888888,BENIGN
26.0,6,168.5,56.67710310998804,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1069,66,214,106.9,50.57766305396088,106.9,0.0176937103271484,10,2558.1,BENIGN
24.8,6,106.7,210.21656651112903,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3876,60,1494,387.6,585.6036202073891,387.6,0.0048418045043945,10,342931.60000000003,BENIGN
8.0,17,64.0,75641.19026149684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.3229846954345704e-05,100,0.0,ATTACK
22.4,6,98.2,177.56899668511093,0.1,0.0,0.0,0.1,0.6,0.0,0.0,6,0,1,0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,5286,66,1514,528.6,681.3684270153213,528.6,0.0061640977859497,10,464262.93333333335,BENIGN
32.0,6,64.0,1670.7046405098586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3028,1514,1514,1514.0,0.0,1514.0,0.0030440092086791,2,0.0,BENIGN
26.4,6,79.6,105.66567827460504,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,16004,66,12135,1600.4,3808.932431360088,1600.4,0.0122189998626708,10,14507966.26666667,BENIGN
8.48,17,64.0,22563.36543116897,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,1.0,1.0,6208,60,262,62.08,20.202850083964652,62.08,4.445791244506836e-05,100,408.1551515151507,ATTACK
32.0,6,60.0,49.56189233772434,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9318,66,2922,931.8,990.256734387603,931.8,0.0201770067214965,10,980608.3999999998,BENIGN
19.8,6,64.54,6117.712952158693,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.799999999999998,60.38,0.000163459777832,100,14.439999999999984,ATTACK
0.0,1,64.0,25921.166800568568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.857851028442383e-05,100,0.0,ATTACK
27.2,6,111.8,47.54702778930281,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3996,60,1514,399.6,588.3376203809812,399.6,0.021924090385437,10,346141.1555555556,BENIGN
32.0,6,215.2,255.2180209562985,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750,66,156,75.0,28.46049894151541,75.0,0.0043121099472045,10,810.0,BENIGN
0.0,1,64.0,96910.9057301294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.0318756103515624e-05,100,0.0,ATTACK
20.0,6,64.0,18751.359084406296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.333900451660156e-05,100,0.0,ATTACK
0.48,47,64.48,3287.7420163983256,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,1.0,1.0,56310,50,578,563.1,85.2395910289807,563.1,0.0003041696548461,100,7265.787878787886,ATTACK
26.4,6,73.9,269.65039280984405,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,9336,60,1514,933.6,749.2958472236895,933.6,0.0038430929183959,10,561444.2666666667,BENIGN
32.0,6,64.0,2948.958728819517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19484,1514,2962,1948.4,699.4504509494102,1948.4,0.0003827095031738,10,489230.93333333335,BENIGN
17.6,6,93.8,97.57145183427548,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1114,60,321,111.4,78.78691374700355,111.4,0.011496615409851,10,6207.377777777777,BENIGN
32.0,6,181.2,191.10274787109472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,2962,500.4,977.3255115648806,500.4,0.0052330017089843,10,955165.1555555556,BENIGN
0.0,1,64.0,14623.981032739444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.839990615844726e-05,100,0.0,ATTACK
20.12,6,64.0,25873.197211769784,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1,0,1,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6129,60,189,61.29,12.900000000000038,61.29,3.86500358581543e-05,100,166.410000000001,ATTACK
8.0,17,64.0,22207.35955948536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.503965377807617e-05,100,0.0,ATTACK
28.8,6,64.0,902.6997245179064,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,22412,98,4410,2241.2,1401.7408858669678,2241.2,0.0011518001556396,10,1964877.5111111116,BENIGN
32.0,6,137.2,441.22701451714704,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,755,66,117,75.5,17.72788136743299,75.5,0.0044170141220092,10,314.27777777777777,ATTACK
29.6,6,164.2,457.1597981405386,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6446,60,2962,644.6,1012.8332318578196,644.6,0.0022395133972167,10,1025831.1555555558,BENIGN
11.6,17,102.2,99.33647852365524,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1010,60,241,101.0,69.00563584068897,101.0,0.0110225915908813,10,4761.777777777777,BENIGN
